Temperature,DewPoint,Humidity,Load
31.65,-6.45,2.31,3760.24
27.42,-5.94,2.44,3680.89
26.16,-5.29,2.57,3566.73
25.29,-4.58,2.73,3528.05
24.43,-3.95,2.87,3278.37
23.86,-3.35,3,3300.86
23.23,-2.81,3.13,3262.93
22.31,-2.3,3.26,3101.62
21.07,-1.78,3.39,2932.57
20.36,-1.25,3.53,2824.94
19.8,-0.75,3.66,2744.99
19.3,-0.29,3.79,2719.16
18.99,0.08,3.89,2758.62
22.37,0.4,3.98,2887.87
26.21,0.57,4.02,2966.92
31.11,0.58,4.02,2989.51
34.69,0.17,3.89,3093.51
36.3,-0.17,3.78,3429.7
37.41,-0.56,3.66,3513.69
38.05,-1.07,3.52,3527.94
38.22,-1.65,3.37,3336.33
37.91,-2.25,3.22,3441.31
37.19,-2.73,3.1,3496.73
35.95,-3.17,3.01,3503.78
32.64,-3.08,3.05,3490.86
28.27,-2.9,3.11,3467.22
26.97,-2.73,3.15,3538.04
25.94,-2.49,3.21,3406.9
25.01,-2.21,3.28,3201.34
24.17,-1.85,3.37,3250.15
23.32,-1.41,3.48,3252.98
22.46,-0.89,3.62,3097.35
21.52,-0.32,3.78,2931.35
20.58,0.27,3.95,2804.79
19.75,0.79,4.1,2699.04
19.15,1.18,4.21,2649.44
18.98,1.45,4.29,2702.81
22.03,1.67,4.36,2827.47
25.51,1.79,4.39,2898.31
30.57,1.6,4.33,2926
35.6,-0.24,3.76,3081.06
37.62,-1.29,3.46,3301.19
38.91,-2.13,3.23,3411.49
39.59,-3.05,2.99,3436.71
39.71,-3.83,2.81,3268.68
39.35,-3.92,2.79,3364.09
38.57,-3.56,2.89,3392.42
37.35,-2.9,3.07,3397.81
33.82,-1.84,3.36,3375.57
29.81,-1.03,3.59,3369.72
28.76,-0.45,3.74,3478.56
27.78,0.02,3.87,3405.77
26.83,0.38,3.97,3309.07
25.94,0.62,4.04,3395.68
25.11,0.81,4.1,3408.41
24.26,0.98,4.15,3231.53
23.46,1.13,4.2,3047.33
22.71,1.28,4.25,2915.42
22.17,1.47,4.31,2801.86
22.4,1.64,4.37,2741.52
23.17,1.75,4.4,2813.47
25.1,1.85,4.43,2977.11
27.84,1.72,4.38,3134.9
32.61,0.72,4.07,3198.47
36.92,-1.31,3.46,3414.75
38.26,-1.7,3.35,3779.33
39.27,-1.93,3.27,3901.9
40.07,-2.1,3.22,3949.29
40.42,-2.16,3.2,3765.28
40.14,-2.18,3.21,3906.69
39.47,-2.11,3.23,4002.14
38.28,-1.97,3.29,3975.87
34.88,-1.55,3.42,3907.97
30.8,-1.14,3.56,3779.14
29.74,-0.47,3.74,3780.16
28.78,0.52,4.02,3643.85
27.68,1.71,4.39,3485.59
26.61,2.96,4.79,3619.01
25.69,4.03,5.17,3636.82
24.88,4.67,5.4,3468.78
24.12,4.89,5.49,3265.74
23.43,4.94,5.51,3107.32
22.91,4.94,5.51,2982.88
23,4.89,5.49,2911.2
23.69,4.83,5.46,2960
25.48,4.84,5.46,3134.24
28.2,4.88,5.47,3278.7
32.71,4.57,5.36,3347.72
36.68,3.02,4.78,3514.83
38.49,2.18,4.49,3821.35
39.71,1.65,4.31,3948.64
40.48,1.32,4.21,3974.4
40.75,1.27,4.19,3817.57
40.5,1.48,4.27,3987.43
39.78,1.95,4.43,4102.43
38.61,2.49,4.62,4014.51
36.07,2.93,4.78,3957.63
31.94,3.16,4.87,3855.61
30.8,3.15,4.86,3848.44
29.95,3.02,4.82,3700.1
29.1,2.9,4.77,3568.42
28.22,2.95,4.79,3727.66
27.33,3.31,4.92,3728.84
26.42,3.95,5.15,3532.57
25.52,4.67,5.42,3335.33
24.6,5.37,5.69,3180.99
23.79,5.99,5.94,3043.74
23.15,6.55,6.18,2981.37
22.81,7.02,6.38,3002.01
25.81,7.43,6.56,3101.68
29.02,7.71,6.68,3178.66
33.71,7.62,6.63,3211.9
37.14,5.46,5.71,3399.81
38.85,3.87,5.09,3718.77
40.11,2.94,4.76,3846.58
40.91,2.38,4.56,3886.62
41.19,2.1,4.47,3749.62
40.95,2.08,4.47,3870.02
40.13,2.39,4.58,4029.59
38.83,2.8,4.73,4020.74
36.14,3.3,4.92,3911.27
31.99,3.79,5.1,3841.64
30.66,4.26,5.27,3866.54
29.65,4.63,5.4,3729.76
28.86,4.85,5.48,3642.97
28.4,4.91,5.51,3821.98
28.09,4.89,5.5,3866.78
27.73,4.85,5.49,3668.47
27.3,4.82,5.48,3468.98
26.89,4.77,5.46,3312.49
26.56,4.72,5.44,3160.09
25.99,4.68,5.43,3066.31
24.46,4.64,5.4,3079.72
26.08,4.5,5.35,3164.73
28.86,4.1,5.2,3230.74
33.4,3.34,4.93,3323.6
36.89,3.03,4.81,3545.98
38.83,2.82,4.73,3858.49
40.01,2.71,4.68,3954.8
40.75,2.67,4.66,4086.55
40.95,2.66,4.66,4012.02
40.6,2.51,4.62,4183.27
39.9,2.16,4.51,4301.79
38.8,1.73,4.38,4275.77
36.22,1.36,4.28,4152.49
32.02,0.95,4.16,3985.18
30.65,0.53,4.04,3927.18
29.59,0.19,3.94,3821.08
28.51,-0.03,3.87,3757.55
27.4,0,3.88,3916.45
26.41,0.34,3.99,3999.52
25.53,1.02,4.2,3821.26
24.83,1.94,4.49,3588.25
24.61,2.96,4.83,3392.67
24.3,3.86,5.14,3232.19
24.34,4.55,5.39,3151.04
24.91,5.04,5.58,3158.04
26.62,5.35,5.7,3248.3
29.29,5.38,5.71,3303.67
34.98,3.08,4.86,3331.02
38.29,1.76,4.37,3594.27
39.74,2.22,4.51,3973.68
40.66,2.89,4.74,4102.3
41.28,3.61,5,4164.62
41.45,4.23,5.24,4015.13
40.61,5,5.54,4181.61
39.09,6.04,5.97,4286.03
36.74,7.28,6.51,3973.92
34.49,8.6,7.13,3731.39
31.94,10.16,7.92,3377.2
30.62,11.02,8.38,3414.09
29.52,11.27,8.52,3237.16
28.32,11.37,8.57,3016.3
27.64,11.63,8.72,3172.79
26.77,11.76,8.8,3261.32
25.5,11.7,8.77,3123.79
24.72,11.72,8.77,2968.93
24.12,11.93,8.9,2829.45
23.38,12.34,9.14,2712.54
22.61,12.68,9.34,2646.99
22.13,12.85,9.43,2643.78
23.88,12.81,9.4,2711
27.21,12.27,9.06,2730
30.88,10.89,8.27,2650.3
33.1,9.96,7.76,2468.16
34.53,9.46,7.51,2529.57
35.65,9.09,7.32,2542.4
36.24,8.66,7.12,2498.83
36.32,8.22,6.91,2536.02
35.8,7.73,6.69,2588.3
34.92,7.18,6.44,2658.21
33.64,6.75,6.26,2683.47
31.9,6.63,6.2,2696.34
28.71,7.18,6.45,2710
27.11,7.95,6.79,2883.6
26.11,8.77,7.17,2957.88
25.26,9.34,7.45,3033.01
24.58,9.55,7.55,3144.66
23.99,9.6,7.58,3172.74
23.36,9.62,7.59,3060.43
22.69,9.65,7.6,2917.35
21.98,9.74,7.64,2783.19
21.3,9.88,7.72,2672.5
20.76,10.03,7.8,2620.38
20.61,10.19,7.88,2623.09
23.27,10.35,7.96,2660.8
26.36,10.41,7.99,2696.68
31.13,8.65,7.09,2645.99
33.41,7.61,6.6,2646.13
35.1,7.03,6.34,2684.56
36.36,6.58,6.15,2671.16
37.21,6.32,6.05,2685.67
37.6,6.3,6.05,2643.67
37.48,6.43,6.11,2675.32
36.88,6.45,6.12,2737.2
35.76,6.23,6.03,2730.13
33.8,6.03,5.95,2760.03
29.67,6.41,6.1,2794.98
28.24,6.23,6.03,2946.42
27.23,6.06,5.95,3028.49
26.44,5.86,5.87,3117.08
25.96,5.64,5.78,3267.38
26.05,5.44,5.71,3291.16
26.42,5.39,5.69,3158.58
26.43,5.44,5.72,2990.07
25.69,5.46,5.73,2847.46
24.5,5.54,5.76,2722.02
23.47,5.76,5.85,2677.09
22.61,6.04,5.96,2698.25
25.07,6.49,6.15,2821.89
28.17,6.66,6.21,2959.14
33.33,5.68,5.8,3057.83
35.91,4.89,5.48,3335.78
37.41,4.41,5.3,3664.48
38.57,4.1,5.18,3773.63
39.26,3.99,5.15,3763.51
39.49,3.93,5.13,3586.77
39.24,3.82,5.09,3697.62
38.59,3.49,4.98,3776.9
37.4,3.05,4.83,3756.64
35.01,3.48,4.99,3645.91
31.72,4.42,5.34,3525.07
30.81,4.5,5.36,3525.06
29.98,4.6,5.4,3436.19
28.65,4.6,5.4,3341.21
27,4.42,5.33,3457.02
25.91,4.19,5.25,3537.89
24.95,3.91,5.15,3393.62
24.1,3.57,5.03,3190.21
23.4,3.23,4.91,3016.97
22.87,2.93,4.81,2873.24
23.11,2.72,4.73,2802.55
23.02,2.6,4.69,2818.59
25.21,2.43,4.63,2876.68
27.63,2.31,4.59,2890.73
30.99,1.98,4.48,2830.21
33.11,2,4.48,2796.16
33.83,2.38,4.6,2849.06
34.27,2.65,4.7,2869.68
34.82,2.88,4.78,2869.78
35.07,3.13,4.87,2845.63
34.67,3.51,5.01,2801.46
33.53,4.61,5.42,2782.83
31.3,6.59,6.22,2762.88
29.09,7.82,6.77,2758.65
26.92,8.68,7.17,2801.15
25.43,9.28,7.46,2823.31
24.21,9.46,7.55,2829.52
23.26,9.37,7.5,2814.3
22.62,9.13,7.38,2818.79
22.29,8.9,7.27,2824.63
21.8,8.81,7.22,2747.43
20.96,8.86,7.25,2626.7
20.7,8.93,7.29,2536.59
20.75,8.94,7.29,2455.21
19.62,8.92,7.28,2427.92
19.02,8.92,7.28,2477.59
20.55,9.04,7.33,2591.89
23.2,9.15,7.37,2620.64
25.97,9.24,7.41,2574.26
28.57,9.37,7.47,2568.98
30.42,9.48,7.53,2626.73
31.8,9.32,7.45,2631.23
32.81,9.12,7.36,2628.02
33.33,8.87,7.24,2568.16
33.33,8.35,6.99,2591.41
32.78,7.87,6.77,2637.84
31.56,7.59,6.64,2659.67
29.85,7.57,6.63,2678.66
27.51,7.85,6.74,2713.62
26.07,8.18,6.9,2860.72
24.88,8.42,7,2867.27
23.77,8.57,7.08,2889.78
22.85,8.68,7.13,2951.44
22.06,8.73,7.15,2936.87
21.52,8.77,7.17,2812.19
21.09,8.82,7.2,2679.26
20.37,8.96,7.27,2567.13
19.75,9.17,7.37,2507.79
19.56,9.36,7.47,2509.87
19.96,9.55,7.56,2496.72
22.11,9.73,7.65,2537.45
25.45,9.25,7.4,2573.41
28.63,7.78,6.69,2601.59
30.38,7.05,6.36,2656.05
32.04,6.32,6.05,2741.62
33.4,5.71,5.8,2742
34.42,5.35,5.66,2746.8
34.93,5.18,5.6,2639.69
35.07,4.98,5.53,2687.93
34.71,4.7,5.43,2718.02
33.85,4.38,5.31,2722.11
32.32,4.84,5.5,2740.85
29.16,5.35,5.68,2735.34
27.26,5.3,5.65,2867.72
26.42,5.72,5.82,2883.16
25.9,6.13,5.98,2877.57
25.47,6.28,6.04,2941.42
24.89,6.1,5.97,2943.55
24.15,5.68,5.8,2844.41
23.58,5.24,5.64,2710.45
23.02,4.97,5.53,2598.12
22.49,4.9,5.5,2505.39
21.73,4.93,5.52,2468.22
21.43,5.09,5.57,2509.91
22.67,5.39,5.69,2567.9
26.04,5.54,5.75,2624.11
30.46,4.66,5.41,2643.55
33.03,3.71,5.05,2751.21
34.86,3.15,4.85,2790.64
36.4,2.99,4.79,2708.84
37.44,3.25,4.89,2681.96
37.93,3.75,5.07,2576.04
37.86,4.3,5.28,2574.31
37.25,4.73,5.45,2576.18
36.04,4.92,5.52,2570.97
34.01,4.88,5.51,2616.51
30.19,4.94,5.53,2619.65
28.73,4.88,5.51,2725.86
27.4,5.44,5.73,2703.16
25.83,6.78,6.3,2680.68
24.09,8.61,7.14,2695.9
22.6,10.23,7.94,2659.86
21.31,11.25,8.49,2556.15
20.08,11.93,8.89,2436.52
19.1,12.22,9.05,2341.58
18.36,12.18,9.04,2256.91
17.81,11.93,8.88,2232.56
17.64,11.58,8.67,2269.43
20.05,11.2,8.44,2344.83
24.15,10.08,7.84,2388.14
28.77,5.34,5.67,2387.8
31.35,2.05,4.48,2428.54
33.43,-0.03,3.85,2477.37
34.98,-1.16,3.53,2456.63
36.01,-1.86,3.37,2441.42
36.45,-2.21,3.25,2339.28
36.33,-2.51,3.17,2349.12
35.66,-2.44,3.2,2373.24
34.38,-2.13,3.29,2382.67
32.29,-1.49,3.46,2433.08
27.67,-0.26,3.8,2491.6
25.96,0.5,4.02,2628.17
24.87,1.17,4.21,2663.81
23.91,1.72,4.38,2654.98
23.06,2.17,4.52,2698.8
22.27,2.48,4.63,2703.76
21.55,2.62,4.67,2589.36
20.8,2.62,4.67,2477.13
20.02,2.65,4.68,2375.81
19.22,2.76,4.72,2303.88
18.52,2.91,4.77,2274.72
18.32,3.11,4.84,2295.44
21.27,3.37,4.93,2348.29
24.59,3.49,4.97,2394.33
30.01,1.66,4.36,2382.92
33.07,0.12,3.89,2414.99
35.24,-0.66,3.66,2497.05
36.98,-1.47,3.43,2502.5
38.26,-2.35,3.19,2513.35
38.96,-3.27,2.95,2439.4
39.04,-4.06,2.76,2447.12
38.51,-4.57,2.65,2484.47
37.38,-4.83,2.6,2508.5
34.28,-3.88,2.86,2572.75
29.35,-3.12,3.06,2618.73
27.81,-3.25,3.03,2768.56
26.75,-3.29,3.02,2824.64
25.71,-3.32,3.01,2827.84
24.73,-3.27,3.02,2902.39
23.79,-3.19,3.05,2906.13
22.88,-3.07,3.08,2797.13
22.01,-2.92,3.11,2668.26
21.28,-2.72,3.16,2551.92
20.75,-2.48,3.22,2465.15
20.32,-2.26,3.28,2425.2
20.28,-2.02,3.34,2440.27
24.29,-1.57,3.45,2496.23
27.95,-1.67,3.42,2557.36
33.17,-0.87,3.62,2586.42
36.95,0.31,3.93,2662.86
38.62,0.25,3.9,2787.93
39.88,-0.09,3.79,2804.34
40.73,-0.42,3.68,2796.21
41.08,-0.64,3.62,2736.11
40.92,-0.78,3.58,2792.97
40.33,-0.79,3.59,2841.61
39.22,-0.7,3.63,2845.49
36.15,0.54,4.03,2842.75
32.14,1.27,4.26,2824.17
31.43,1.29,4.26,2945.23
31,1.34,4.28,2997.09
30.44,1.36,4.28,3042.58
29.87,1.38,4.29,3180.54
29.19,1.39,4.29,3208.75
28.39,1.39,4.29,3102.86
27.46,1.38,4.29,2946.77
26.76,1.4,4.3,2814.47
26.34,1.47,4.32,2705.66
25.69,1.56,4.35,2655.26
25.8,1.66,4.38,2648.27
27.2,2.53,4.67,2669.18
29.73,1.82,4.42,2703.87
34.55,1.87,4.42,2733.24
39.16,0.83,4.07,2807.13
41.05,0,3.8,2932.35
42.06,-0.67,3.59,2931.25
42.71,-1.17,3.44,2937.31
42.9,-1.46,3.36,2917.7
42.65,-1.58,3.33,3020.56
41.95,-1.56,3.35,3105.76
40.77,-1.45,3.4,3082.43
37.37,-0.34,3.76,3000.41
33.15,0.2,3.93,2941.11
31.73,0.19,3.93,3067.41
30.69,0.16,3.93,3153.77
29.72,0.07,3.9,3258.76
28.84,-0.01,3.88,3460.8
28.04,-0.11,3.85,3522.39
27.31,-0.22,3.82,3393.69
26.61,-0.38,3.78,3215.73
25.93,-0.52,3.74,3071.27
25.33,-0.62,3.71,2933.12
24.88,-0.7,3.69,2850.81
24.64,-0.72,3.68,2829.8
27.25,-0.38,3.77,2834.22
30.2,-0.96,3.62,2816.57
35.05,-1.47,3.45,2806.09
40.2,-2.84,3.03,2873.75
41.99,-2.86,2.99,3007.94
42.99,-2.63,3.03,3048.31
43.52,-2.2,3.13,3095.44
43.62,-1.61,3.29,3093.73
43.19,-0.98,3.48,3223.4
42.47,-0.42,3.66,3315.14
41.34,0.06,3.83,3296.86
38.4,0.94,4.13,3182.6
34.17,1.42,4.3,3075.49
32.74,1.37,4.29,3184.66
31.71,1.18,4.23,3286.19
30.62,0.96,4.17,3459.68
29.43,0.98,4.19,3694.3
28.21,1.65,4.42,3795.75
27.1,3.04,4.89,3688.96
26.15,4.87,5.55,3504.31
25.47,6.53,6.2,3336.72
25.31,7.6,6.66,3180.41
25.74,8.09,6.88,3078.33
26.43,8.25,6.95,3031.82
28.65,8.33,6.98,2952.98
31.61,8.23,6.93,2897.34
36.87,5.96,5.98,2843.88
41.03,1.04,4.12,2927.46
42.29,0.56,3.96,3068.76
42.96,0.69,3.99,3114.68
43.3,1.04,4.1,3187.22
43.31,1.52,4.25,3206.93
42.92,2.08,4.45,3391.92
42.22,2.56,4.62,3490.39
41.1,2.83,4.73,3462.67
38.66,3.18,4.87,3295.64
34.61,3.45,4.97,3173.39
33.13,3.32,4.93,3185.96
31.99,3.34,4.93,3290.16
30.85,3.49,4.99,3501.18
29.92,3.67,5.05,3791.22
29.36,3.83,5.11,3945.24
29.01,4.28,5.28,3823.91
28.66,5.11,5.59,3634.08
27.95,5.66,5.82,3449.56
27.11,6.08,5.99,3285.56
26.36,6.23,6.05,3183.46
25.85,6.51,6.16,3133.75
27.67,7.15,6.45,3046.3
30.19,6.41,6.12,3011.13
35.56,5.09,5.57,2983.84
38.55,4.06,5.16,3039.42
40.28,3.64,5,3147.38
41.4,3.31,4.88,3165.07
42.13,3.07,4.79,3213.63
42.42,2.87,4.72,3223.28
42.19,2.8,4.7,3388.01
41.58,2.89,4.74,3517.11
40.57,3,4.79,3493.97
38.49,4.79,5.49,3371.11
36.08,4.66,5.43,3241.92
34.88,4.44,5.34,3319.3
33.41,4.48,5.35,3408.58
31.64,4.65,5.41,3602.29
30.33,4.92,5.52,3853.3
29.33,5.15,5.61,3950.71
28.64,5.49,5.75,3899.21
27.98,6.33,6.09,3731.58
27.24,6.68,6.24,3553.66
26.75,6.76,6.27,3380.57
26.28,6.49,6.15,3294.7
26.03,6.46,6.14,3218.19
28.08,6.2,6.03,3110.47
30.3,5.97,5.93,3016.65
34.92,5.32,5.66,2910.82
37.95,5.14,5.58,2911.79
39.59,5.22,5.61,2974.42
40.68,5.31,5.64,2980.72
41.33,5.39,5.68,3077.26
41.5,5.48,5.72,3140.1
41.04,5.54,5.75,3308.4
40.31,5.53,5.75,3433.96
39.52,5.52,5.76,3395.74
38.03,5.95,5.94,3277.11
34.23,6.44,6.15,3157.86
32.69,5.97,5.94,3172.43
31.77,5.82,5.88,3305.78
30.86,5.84,5.89,3514.77
29.98,5.93,5.92,3827.02
29.17,6.04,5.96,3985.92
28.96,6.21,6.04,3921.53
29.19,6.35,6.09,3731.76
28.18,6.46,6.14,3547.79
27.4,6.77,6.28,3370.07
27.14,7.37,6.56,3257.9
27.07,8.07,6.89,3171.11
28.72,8.61,7.16,3046.82
30.14,8.87,7.28,2965.77
33,8.63,7.14,2898.17
35.5,8.05,6.85,2896.61
37.63,7.95,6.79,2919.34
39.14,7.98,6.8,2951.73
39.96,7.87,6.76,2982.25
40.17,7.7,6.68,3030.67
39.73,7.63,6.65,3232.4
38.93,7.82,6.75,3298.47
37.86,8.11,6.89,3176.79
36.56,8.57,7.11,2996.73
34.09,9.21,7.43,2978.05
32.47,9.87,7.77,3155.34
31.21,10.53,8.12,3352.1
30.23,10.98,8.36,3563.07
29.44,11.2,8.49,3865.62
28.81,11.34,8.56,3930.24
28.47,11.4,8.6,3907.09
28.47,11.42,8.61,3740.43
28.29,11.44,8.61,3549.93
27.9,11.44,8.61,3381.77
27.5,11.4,8.6,3288.06
27.42,11.35,8.57,3214.78
29.23,11.32,8.54,3097.18
32.8,10.98,8.35,3012.58
36,9.83,7.72,2964.85
37.53,9.36,7.48,3011.64
38.7,9.15,7.38,3128.24
39.61,9.05,7.33,3186.57
40.18,9,7.31,3236
40.24,8.99,7.31,3235.65
39.76,9.05,7.35,3413.09
39.22,9.1,7.38,3540.57
38.28,9.08,7.38,3517.91
37.03,9.02,7.35,3373.46
34.27,9.14,7.4,3201.46
32.48,9.05,7.36,3276.47
31.58,8.98,7.32,3423.73
31.3,8.98,7.31,3644.5
31.48,9,7.32,3955.71
31.17,9.08,7.37,4152.38
30.19,9.27,7.47,4098.13
28.97,9.54,7.61,3917.25
28.01,9.8,7.75,3767.69
27.4,10,7.85,3588.94
26.86,10.17,7.94,3481.36
26.7,10.3,8.01,3370.23
28.9,10.43,8.06,3231.87
32.07,10.05,7.87,3119.78
37.4,6.88,6.32,3057.63
39.38,6.31,6.07,3099.44
40.67,6.28,6.05,3215.28
41.52,6.16,6,3279.87
41.67,5.97,5.93,3357.61
41.41,5.75,5.84,3399.43
40.83,5.44,5.73,3588.58
40.27,5,5.55,3703.43
39.54,4.59,5.4,3603.65
38.19,4.72,5.46,3405.18
34.9,5.37,5.72,3232.25
33.3,5.19,5.64,3293.56
31.98,5.13,5.62,3449.09
30.86,5.09,5.6,3665.86
30.02,5.04,5.58,4018.91
29.32,4.93,5.54,4222.89
28.69,4.75,5.47,4115.6
28.03,4.69,5.45,3904.13
27.26,4.72,5.46,3694.15
26.44,4.78,5.48,3521.25
25.75,4.88,5.51,3412.69
25.59,5.2,5.64,3324.29
28.17,5.65,5.81,3178.2
31.85,5.68,5.82,3075.18
35.72,5.65,5.8,3007.36
37.45,6.3,6.07,3068.44
38.85,6.77,6.26,3189.64
39.93,7.05,6.39,3274.72
40.67,7.25,6.48,3333.83
41.04,7.38,6.54,3354.24
40.79,7.45,6.58,3559.61
40.15,7.46,6.6,3672.44
39.1,7.54,6.63,3601.59
37.66,7.69,6.71,3415.67
34.48,8.19,6.94,3235.24
32.85,8.29,6.98,3350.97
31.83,8.52,7.08,3578.71
30.91,8.7,7.17,3889.78
30.23,8.8,7.22,4283.03
29.57,8.84,7.23,4463.84
28.45,8.8,7.22,4321.61
27.36,8.88,7.26,4079.44
26.51,8.99,7.32,3870.96
25.65,9.22,7.43,3672.92
24.84,9.67,7.66,3534.77
24.64,10.43,8.05,3415.94
26.56,11.34,8.56,3236.13
29.99,11.7,8.77,3070.37
34.49,10.3,7.97,2934.99
37.07,9.6,7.6,2997.53
38.87,9.23,7.42,3135.2
40.11,8.86,7.23,3260.66
40.97,8.5,7.06,3422.82
41.4,8.16,6.9,3511.13
41.01,7.84,6.76,3793.61
40.03,7.64,6.67,3634.68
38.85,7.65,6.67,3163.01
37.48,8.42,7.06,2842.87
35.03,11.98,9,2866.62
33.09,15.14,11.04,2926.07
31.36,16.69,12.17,2980.46
29.81,16.1,11.77,3092.04
28.72,15.01,10.95,3293.17
27.87,14.33,10.45,3377.99
27.15,14.04,10.24,3263.84
26.82,14.16,10.31,3129.64
26.54,14.52,10.53,2994.33
26.33,14.12,10.29,2868.12
25.99,13.94,10.15,2821.03
25.96,13.64,9.95,2780.82
27.88,11.44,8.63,2717.45
30.32,10.57,8.1,2697.01
33.17,10.08,7.83,2659.87
34.87,10.34,7.96,2751.98
36.12,10.66,8.14,2882.68
37.1,10.96,8.31,2950.4
37.66,11.16,8.43,2984.32
37.87,11.28,8.51,2959.96
37.66,11.28,8.51,3062.67
37.18,11.15,8.44,3129.75
36.42,11.04,8.39,3109.69
35.27,11.27,8.51,3050.27
32.52,15.03,10.92,2982.15
31.15,13.87,10.1,3079.93
30.26,13.02,9.55,3193.76
29.22,12.72,9.35,3312.15
28.33,12.62,9.29,3577.25
27.54,12.55,9.25,3718.93
26.83,12.49,9.21,3607.95
26.24,12.49,9.22,3450.85
25.82,12.5,9.23,3290.15
25.74,12.29,9.1,3151.1
25.83,12.03,8.96,3060.98
26,12,8.95,2991.22
27.58,11.08,8.38,2898.48
30.44,10.9,8.28,2848.67
33.8,10.24,7.92,2791.14
35.53,9.75,7.66,2783.35
36.88,9.36,7.46,2865.03
37.88,9.03,7.31,2868.73
38.63,8.76,7.18,2891.83
39.03,8.51,7.07,2888.32
38.94,8.33,6.99,3017.42
38.36,8.19,6.93,3125.21
37.45,8.11,6.89,3111.13
36.1,8.53,7.11,3041.82
32.8,11.26,8.55,2953.72
31.32,11.24,8.52,3035.21
30.56,11.3,8.54,3194.15
29.9,11.27,8.51,3372.1
29.16,11.2,8.48,3658.6
28.3,11,8.37,3849.53
27.45,10.85,8.29,3787.65
26.68,10.63,8.18,3611.08
25.99,10.32,8.02,3430.39
25.3,10.13,7.9,3255.06
24.65,10.09,7.87,3156.35
24.69,10.34,8,3057.17
26.94,10.78,8.24,2937.32
30.24,11.01,8.36,2858.33
34.76,9.27,7.43,2785.29
37.16,8.62,7.11,2780.87
38.73,8.49,7.05,2833.05
39.76,8.43,7.03,2885.15
40.25,8.41,7.02,2953.35
40.59,8.33,6.99,3000.02
40.67,8.04,6.86,3173.74
40.23,7.71,6.72,3254.4
39.46,7.5,6.62,3108.92
38.05,7.96,6.85,2917.03
34.69,10.88,8.35,2895.92
33.18,10.47,8.11,3017.99
32.25,10.28,8,3095.99
31.4,10.26,7.98,3260.06
30.7,10.32,8.01,3398.3
30.22,10.26,7.98,3568.42
29.98,10.35,8.03,3515.79
29.84,10.69,8.23,3391.02
29.78,10.83,8.31,3237.89
29.47,10.72,8.24,3097.52
28.76,11.07,8.43,3012.73
27.8,11.94,8.95,2927.58
30.11,12.36,9.21,2839.39
33.45,10.34,8.02,2783.15
37.07,8.41,7.03,2740.11
38.55,8.19,6.92,2765.8
39.7,8.3,6.97,2871.1
40.44,8.49,7.07,2883.22
40.83,8.72,7.18,3000.58
40.79,8.96,7.31,2931.85
40.19,9.16,7.41,3015.44
39.56,9.28,7.48,3124.84
38.79,9.36,7.53,3141.99
37.73,10.55,8.18,3074.73
35.14,13.52,9.97,2965.06
33.33,12.54,9.32,3059.39
32.07,12.22,9.11,3218.84
30.95,12.2,9.09,3404.04
29.9,12.18,9.07,3681.91
28.92,12.16,9.07,3828.84
27.98,12.26,9.13,3732.9
27.08,12.43,9.24,3544.44
26.28,12.45,9.24,3369.38
25.7,12.36,9.18,3216.78
25.15,12.14,9.05,3117.2
25.37,12.04,8.98,2977.49
27.58,11.66,8.75,2829.26
30.63,10.87,8.3,2786.49
34.54,9.56,7.61,2745.55
37.22,8.61,7.13,2871.26
38.83,8.15,6.91,2989.61
40.06,8.03,6.86,3030.38
40.78,8.08,6.88,3076.52
41.13,8.14,6.92,3126.2
41.04,8.13,6.92,3278.63
40.61,8.01,6.87,3381.59
39.74,7.92,6.83,3472.18
38.29,8.27,7,3301.03
34.78,11.44,8.67,3094.48
33.41,10.96,8.39,3131.57
32.66,10.59,8.18,3265.87
31.92,10.24,7.99,3399.45
31.19,9.95,7.84,3748.18
30.51,9.73,7.72,3992.57
29.88,9.69,7.7,3779.6
29.3,9.95,7.84,3550.07
28.8,10.17,7.96,3409.77
28.32,10.26,8.01,3187.42
27.58,10.34,8.05,3142.55
26.92,11.01,8.42,3045.61
29.22,11.25,8.56,2808.2
32.57,12,9,2764.02
35.48,12.91,9.54,2766
36.97,12.98,9.58,2836.54
38.02,12.8,9.47,2970
39.02,12.51,9.3,3071.47
39.57,12.23,9.14,3150.79
39.72,11.97,8.98,3164.85
39.54,11.57,8.75,3286.82
39.11,11.12,8.5,3350.37
38.24,10.75,8.29,3312.42
36.97,10.51,8.15,3194.97
34.13,11.89,8.95,3040.58
32.71,11.47,8.69,3104.25
31.83,11.22,8.55,3269.62
30.81,11.51,8.71,3482.46
29.91,11.72,8.82,3765.39
29.11,11.83,8.89,3982.43
28.32,12.25,9.15,3859.65
27.89,13.15,9.71,3539.85
27.27,13.93,10.22,3375.62
26.79,14.5,10.59,3167.88
26.28,14.87,10.84,2808.64
26.33,15.19,11.06,2764.8
28.16,15.42,11.22,2617.3
30.85,14.7,10.71,2619.11
32.62,13.83,10.1,2614.11
33.84,13.55,9.92,2657.68
34.45,13.54,9.91,2756.27
34.67,13.58,9.94,2799.84
34.91,13.55,9.93,2859.3
35.3,13.51,9.9,2847.2
35.89,13.37,9.83,2953.95
35.65,13.21,9.72,3044.52
34.89,13.06,9.63,3019.9
33.81,12.95,9.56,2923.02
32.09,14.72,10.83,2794.09
30.62,14.89,10.89,2862.74
29.66,14.61,10.67,2994.68
